2.296771  ,-1.662144 ,0.000000  ,4.000000  ,0.294390  
2.298482  ,-1.663221 ,0.000000  ,4.000000  ,0.301530  
2.297111  ,-1.663667 ,0.000000  ,4.000000  ,0.308421  
2.297737  ,-1.663786 ,0.000000  ,4.000000  ,0.316995  
2.296201  ,-1.664412 ,0.000000  ,4.000000  ,0.322723  
2.296554  ,-1.661370 ,0.000000  ,4.000000  ,0.372120  
2.291313  ,-1.661980 ,0.000000  ,4.000000  ,0.436089  
2.257461  ,-1.680531 ,0.354132  ,4.000000  ,0.505721  
2.243606  ,-1.707528 ,0.696062  ,4.000000  ,0.574621  
2.230116  ,-1.780085 ,1.229617  ,4.000000  ,0.637544  
2.207188  ,-1.856514 ,1.631170  ,4.000000  ,0.706832  
2.189330  ,-1.948989 ,2.007488  ,4.000000  ,0.774725  
2.151957  ,-2.117192 ,2.582363  ,4.000000  ,0.866178  
2.112522  ,-2.366680 ,3.156683  ,4.000000  ,0.944705  
2.105004  ,-2.635408 ,3.490571  ,4.000000  ,1.025970  
2.098536  ,-2.978744 ,3.665835  ,4.000000  ,1.111559  
2.093708  ,-3.203323 ,3.736828  ,4.000000  ,1.197379  
2.056465  ,-3.516752 ,3.793955  ,4.000000  ,1.252679  
2.057822  ,-3.733027 ,3.816972  ,4.000000  ,1.311414  
2.073086  ,-3.984970 ,3.839157  ,4.000000  ,1.371935  
2.081896  ,-4.200422 ,3.852745  ,4.000000  ,1.434477  
2.065020  ,-4.434080 ,3.853577  ,4.000000  ,1.505489  
2.028596  ,-4.759671 ,3.863838  ,4.000000  ,1.545472  
1.989997  ,-4.889921 ,3.865225  ,4.000000  ,1.598699  
1.970197  ,-5.065886 ,3.863283  ,4.000000  ,1.646198  
1.938552  ,-5.270952 ,3.866611  ,4.000000  ,1.694970  
1.904152  ,-5.499119 ,3.868275  ,4.000000  ,1.754691  
1.874795  ,-5.651225 ,3.866334  ,4.000000  ,1.799803  
1.883230  ,-5.881175 ,3.869662  ,4.000000  ,1.865776  
1.866133  ,-6.106083 ,3.866334  ,4.000000  ,1.918334  
1.832172  ,-6.348841 ,3.867443  ,4.000000  ,1.971552  
1.851176  ,-6.505267 ,3.868552  ,0.000000  ,2.030663  
1.863627  ,-6.755897 ,3.873821  ,0.000000  ,2.110212  
1.860458  ,-7.039040 ,3.646423  ,0.000000  ,2.203861  
1.854152  ,-7.391537 ,3.206323  ,0.000000  ,2.285348  
1.896451  ,-7.585333 ,2.751248  ,0.000000  ,2.364981  
1.975403  ,-7.770434 ,2.254298  ,0.000000  ,2.429640  
2.028208  ,-7.835372 ,1.856073  ,0.000000  ,2.491629  
2.020995  ,-7.872632 ,0.610372  ,0.000000  ,2.592766  
2.013658  ,-7.895982 ,0.000000  ,0.000000  ,2.674844  
2.020751  ,-7.886907 ,0.000000  ,0.000000  ,2.794380  
2.014891  ,-7.891590 ,0.077648  ,0.000000  ,2.886187  
1.991823  ,-7.892684 ,0.000000  ,0.000000  ,2.952794  
1.958166  ,-7.890799 ,0.000000  ,0.000000  ,3.028415  
1.943098  ,-7.889261 ,0.000000  ,0.000000  ,3.116696  
1.946223  ,-7.883913 ,0.000000  ,0.000000  ,3.165670  
1.945569  ,-7.881512 ,0.000000  ,0.000000  ,3.219094  
1.950549  ,-7.869476 ,0.000000  ,0.000000  ,3.294814  
1.951430  ,-7.867632 ,0.000000  ,0.000000  ,3.380874  
1.943585  ,-7.871821 ,0.000000  ,0.000000  ,3.423014  
1.946211  ,-7.868410 ,0.000000  ,0.000000  ,3.535073  
1.949887  ,-7.874120 ,0.000000  ,0.000000  ,3.602913  
1.952023  ,-7.877306 ,0.000000  ,0.000000  ,3.690152  
1.956727  ,-7.875935 ,0.000000  ,0.000000  ,3.753492  
1.956138  ,-7.871207 ,0.000000  ,0.000000  ,3.835735  
1.948606  ,-7.863921 ,0.000000  ,0.000000  ,3.926208  
1.948586  ,-7.860255 ,0.000000  ,0.000000  ,4.010330  
1.956897  ,-7.851918 ,0.000000  ,0.000000  ,4.097794  
1.958472  ,-7.848381 ,0.000000  ,0.000000  ,4.190170  
1.956664  ,-7.849110 ,0.000000  ,0.000000  ,4.281037  
1.958632  ,-7.854435 ,0.000000  ,0.000000  ,4.354986  
1.960165  ,-7.850078 ,0.000000  ,0.000000  ,4.460128  
1.955260  ,-7.856431 ,0.000000  ,0.000000  ,4.550050  
1.953395  ,-7.860579 ,0.000000  ,0.000000  ,4.625221  
1.945641  ,-7.867090 ,0.000000  ,0.000000  ,4.735988  
1.944591  ,-7.863813 ,0.000000  ,0.000000  ,4.815675  
1.945645  ,-7.863224 ,0.000000  ,0.000000  ,4.927014  
1.945907  ,-7.859004 ,0.000000  ,0.000000  ,4.995077  
1.945765  ,-7.855012 ,0.000000  ,0.000000  ,5.090760  
1.942301  ,-7.857450 ,0.000000  ,0.000000  ,5.165998  
1.943662  ,-7.853509 ,0.000000  ,0.000000  ,5.259424  
1.944218  ,-7.846148 ,0.000000  ,0.000000  ,5.305835  
1.949767  ,-7.837144 ,0.000000  ,0.000000  ,5.358015  
1.947621  ,-7.834306 ,0.000000  ,0.000000  ,5.397648  
1.945660  ,-7.829386 ,0.000000  ,0.000000  ,5.476252  
1.953282  ,-7.819509 ,0.000000  ,0.000000  ,5.565332  
1.953723  ,-7.811599 ,0.000000  ,0.000000  ,5.665247  
1.950835  ,-7.812168 ,0.000000  ,0.000000  ,5.770227  
1.949265  ,-7.811923 ,0.000000  ,0.000000  ,5.855464  
1.942302  ,-7.801024 ,0.000000  ,0.000000  ,5.943824  
1.942323  ,-7.793198 ,0.000000  ,0.000000  ,6.030831  
1.943466  ,-7.787193 ,0.000000  ,0.000000  ,6.139915  
1.941137  ,-7.793866 ,0.000000  ,0.000000  ,6.222500  
1.944227  ,-7.802464 ,0.000000  ,0.000000  ,6.340823  
1.947007  ,-7.798501 ,0.000000  ,0.000000  ,6.433906  
1.945132  ,-7.784672 ,0.000000  ,0.000000  ,6.522087  
1.944508  ,-7.786302 ,0.000000  ,0.000000  ,6.614233  
1.941536  ,-7.790809 ,0.000000  ,0.000000  ,6.687303  
1.949554  ,-7.793222 ,0.000000  ,0.000000  ,6.817479  
1.949898  ,-7.790361 ,0.000000  ,0.000000  ,6.906614  
1.952379  ,-7.785071 ,0.000000  ,0.000000  ,7.007819  
1.941859  ,-7.782729 ,0.000000  ,0.000000  ,7.109130  
1.941762  ,-7.781968 ,0.000000  ,0.000000  ,7.184128  
1.947147  ,-7.776127 ,0.000000  ,0.000000  ,7.261967  
1.949995  ,-7.773313 ,0.000000  ,0.000000  ,7.332949  
1.954634  ,-7.769420 ,0.000000  ,0.000000  ,7.431047  
1.949647  ,-7.774167 ,0.000000  ,0.000000  ,7.516077  
1.950501  ,-7.769366 ,0.000000  ,0.000000  ,7.628951  
1.951077  ,-7.757893 ,0.000000  ,0.000000  ,7.710257  
1.954611  ,-7.753551 ,0.000000  ,0.000000  ,7.778759  
1.958486  ,-7.749414 ,0.000000  ,0.000000  ,7.865747  
1.954168  ,-7.743846 ,0.000000  ,0.000000  ,7.929334  
1.954288  ,-7.744780 ,0.000000  ,0.000000  ,8.002088  
1.954122  ,-7.741255 ,0.000000  ,0.000000  ,8.057441  
1.955095  ,-7.729327 ,0.000000  ,0.000000  ,8.106503  
1.952052  ,-7.717473 ,0.000000  ,0.000000  ,8.187051  
1.953900  ,-7.714315 ,0.000000  ,0.000000  ,8.259828  
1.952764  ,-7.714002 ,0.000000  ,0.000000  ,8.318101  
1.951600  ,-7.713575 ,0.000000  ,0.000000  ,8.387650  
1.948633  ,-7.714711 ,0.000000  ,0.000000  ,8.482885  
1.952818  ,-7.712499 ,0.000000  ,0.000000  ,8.575794  
1.949269  ,-7.716685 ,0.000000  ,0.000000  ,8.690201  
1.947673  ,-7.714588 ,0.000000  ,0.000000  ,8.793964  
1.952014  ,-7.722916 ,0.000000  ,0.000000  ,8.895491  
1.948037  ,-7.716292 ,0.000000  ,0.000000  ,8.972945  
1.950121  ,-7.713979 ,0.000000  ,0.000000  ,9.087807  
1.950288  ,-7.703859 ,0.000000  ,0.000000  ,9.170909  
1.946142  ,-7.685818 ,0.000000  ,0.000000  ,9.226084  
1.946905  ,-7.683147 ,0.000000  ,0.000000  ,9.302657  
1.947454  ,-7.685867 ,0.000000  ,0.000000  ,9.354611  
1.950026  ,-7.673999 ,0.000000  ,0.000000  ,9.440907  
1.944907  ,-7.665466 ,0.000000  ,0.000000  ,9.498031  
1.940733  ,-7.657264 ,0.000000  ,0.000000  ,9.534180  
1.945271  ,-7.642210 ,0.000000  ,0.000000  ,9.581310  
1.947072  ,-7.652099 ,0.000000  ,0.000000  ,9.624385  
1.950606  ,-7.638916 ,0.000000  ,0.000000  ,9.692241  
1.947995  ,-7.628331 ,0.000000  ,0.000000  ,9.769313  
1.948888  ,-7.615873 ,0.000000  ,0.000000  ,9.809895  
1.948557  ,-7.605424 ,0.000000  ,0.000000  ,9.898428  
1.944871  ,-7.594092 ,0.000000  ,0.000000  ,9.957185  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
0.000000  ,0.000000  ,0.000000  ,0.000000  ,0.000000  
